Words,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,WordDisplay.started,text.started,WordDisplay.stopped,text.stopped,trial.stopped,Recall.started,text_2.started,textbox.started,text_3.started,mouse.started,Recall.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Candle,0,0,0,0,,,,,0.021533300052396953,,0.014684800058603287,0.021533300052396953,2.008635500096716,2.0252454000292346,3.5121273000258952,3.4932316000340506,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Chair,0,1,1,1,,,,,3.5121273000258952,,3.494146200013347,3.5121273000258952,5.508042200002819,5.524649700033478,7.016397200059146,6.992790700052865,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Guitar,0,2,2,2,,,,,7.016397200059146,,6.993654899997637,7.016397200059146,9.008117399993353,9.024568499997258,10.514296700013801,10.492837100056931,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
River,0,3,3,3,,,,,10.514296700013801,,10.493762900005095,10.514296700013801,12.507467500050552,12.524130300036632,14.020187700050883,13.992677500005811,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Ballon,0,4,4,4,,,,,14.020187700050883,,13.99368900002446,14.020187700050883,16.007408100063913,16.023942100000568,17.525150700006634,17.49211810005363,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Jacket,0,5,5,5,,,,,17.525150700006634,,17.493337100022472,17.525150700006634,19.50703030009754,19.540170400054194,21.015309700043872,20.991598900058307,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Apple,0,6,6,6,,,,,21.015309700043872,,20.992550200084224,21.015309700043872,23.006588999996893,23.02308300009463,24.51681510009803,24.49104210000951,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Mountain,0,7,7,7,,,,,24.51681510009803,,24.491898200009018,24.51681510009803,26.506096700089984,26.522585300030187,28.018017500056885,27.99100240005646,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Flower,0,8,8,8,,,,,28.018017500056885,,27.99202480004169,28.018017500056885,30.005560100078583,30.02216540009249,31.514089800068177,31.490182700101286,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Sofa,0,9,9,9,,,,,31.514089800068177,,31.491045400034636,31.514089800068177,33.50521570001729,33.52174560003914,35.015153100015596,34.98978000006173,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Dog,0,10,10,10,,,,,35.015153100015596,,34.990666400059126,35.015153100015596,37.004225000040606,37.02081110002473,38.5056695000967,38.4886308000423,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Anger,0,11,11,11,,,,,38.5056695000967,,38.48944110004231,38.5056695000967,40.5043122000061,40.52099640003871,42.010703500011005,41.98911359999329,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Gardern,0,12,12,12,,,,,42.010703500011005,,41.9901617000578,42.010703500011005,44.003658800036646,44.02037610008847,45.51033700001426,45.48835770005826,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Sea,0,13,13,13,,,,,45.51033700001426,,45.48950170003809,45.51033700001426,47.50400320009794,47.51976390008349,,49.00345760001801,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
Project,0,14,14,14,,,,,49.04824490007013,,49.00485380005557,49.04824490007013,51.002697900054045,51.05280450009741,52.55055320006795,52.48738050006796,,,,,,,,,,,,,,,433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
,,,,,0,0,0,0,52.55055320006795,,,,,,,,52.48994310002308,52.55055320006795,52.55055320006795,52.55055320006795,0.05071129999123514,61.44606380001642,sea,[-0.030555555555555555],[-0.30185185185185187],[1],[0],[0],[8.893821600009687],['text_3'],433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
,,,,,1,0,1,0,61.474631900084205,,,,,,,,61.449986200081185,61.474631900084205,61.474631900084205,61.474631900084205,0.002453999943099916,64.86818960006349,apple,[-0.030555555555555555],[-0.30185185185185187],[1],[0],[0],[3.4143760000588372],['text_3'],433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
,,,,,2,0,2,0,64.92344270006288,,,,,,,,64.87495690002106,64.92344270006288,64.92344270006288,64.92344270006288,0.00489370001014322,68.00547660002485,candle,[-0.030555555555555555],[-0.30185185185185187],[1],[0],[0],[3.124555499991402],['text_3'],433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
,,,,,3,0,3,0,68.04702340008225,,,,,,,,68.00917940004729,68.04702340008225,68.04702340008225,68.04702340008225,0.0032415000023320317,71.55159430007916,chair,[-0.030555555555555555],[-0.30185185185185187],[1],[0],[0],[3.538723500096239],['text_3'],433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
,,,,,4,0,4,0,71.57804130006116,,,,,,,,71.55426820006687,71.57804130006116,71.57804130006116,71.57804130006116,0.0019648000597953796,77.10434240009636,guitar,[-0.002777777777777778],[-0.30185185185185187],[1],[0],[0],[5.547180800000206],['text_3'],433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
,,,,,5,0,5,0,77.1514672000194,,,,,,,,77.10771670006216,77.1514672000194,77.1514672000194,77.1514672000194,0.003102899994701147,81.10475090006366,sea,[-0.012962962962962963],[-0.30185185185185187],[1],[0],[0],[3.992870599962771],['text_3'],433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
,,,,,6,0,6,0,81.14391650003381,,,,,,,,81.1084700000938,81.14391650003381,81.14391650003381,81.14391650003381,0.003237999975681305,87.89950729999691,flower,[-0.003703703703703704],[-0.30185185185185187],[1],[0],[0],[6.787582400022075],['text_3'],433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
,,,,,7,0,7,0,87.92720200004987,,,,,,,,87.9021986000007,87.92720200004987,87.92720200004987,87.92720200004987,0.0023798999609425664,92.75161080004182,mountain,[-0.003703703703703704],[-0.30185185185185187],[1],[0],[0],[4.8463418000610545],['text_3'],433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
,,,,,8,0,8,0,92.78689430002123,,,,,,,,92.7550258000847,92.78689430002123,92.78689430002123,92.78689430002123,0.002942799939773977,96.76747590000741,sofa,[0.030555555555555555],[-0.30185185185185187],[1],[0],[0],[4.008972699986771],['text_3'],433782,001,2024-12-04_12h04.02.279,WordPrimacy,2024.1.5,None,2024-12-04 12h04.13.059181 +0530,
,,,,,,,,,96.80191160005052,,,,,,,,96.77059150009882,96.80191160005052,96.80191160005052,96.80191160005052,0.0025762999430298805,,,,,,,,,,,,,,,,,
